Wall time,Step,Value
1543674055.4459624,0,91898.1953125
1543674055.8873336,1,153477.296875
1543674056.322486,2,168637.859375
1543674056.7532642,3,174454.296875
1543674057.1846774,4,144726.671875
1543674057.6165507,5,127050.703125
1543674058.057911,6,107863.859375
1543674058.4957502,7,95832.6796875
1543674058.9368746,8,40783.390625
1543674059.3675225,9,25056.22265625
1543674059.7962434,10,41131.7578125
1543674060.2338147,11,40573.6875
1543674060.6593835,12,15965.6142578125
1543674061.118268,13,9286.59375
1543674061.5516002,14,8399.04296875
1543674061.9894676,15,9793.70703125
1543674062.4246008,16,12017.47265625
1543674062.8546855,17,16019.380859375
1543674063.386138,18,19129.2109375
1543674064.1156385,19,13133.46484375
1543674064.971957,20,12385.6083984375
1543674065.8183084,21,11599.4990234375
1543674066.3349838,22,8455.9609375
1543674066.7724748,23,7507.62646484375
1543674067.2174149,24,6450.51416015625
1543674067.6826637,25,5748.40625
1543674068.3345346,26,5281.90673828125
1543674069.1276941,27,4960.6376953125
1543674069.9570198,28,4748.22802734375
1543674070.5302997,29,4580.13037109375
1543674071.0112817,30,4443.14013671875
1543674071.6272094,31,4323.779296875
1543674072.2196312,32,4213.6279296875
1543674072.7727268,33,4117.7744140625
1543674073.318103,34,4025.506103515625
1543674073.921981,35,3941.424560546875
1543674074.5306458,36,3861.694580078125
1543674075.1336029,37,3791.15625
1543674075.7144842,38,3725.706787109375
1543674076.2831194,39,3675.868896484375
1543674076.8320904,40,3632.2265625
1543674077.3846893,41,3619.330322265625
1543674077.972518,42,3633.077880859375
1543674078.5555997,43,3732.636474609375
1543674079.117214,44,3957.782958984375
1543674079.613619,45,4862.63330078125
1543674080.091229,46,7311.3525390625
1543674080.5320396,47,16521.333984375
1543674081.0623932,48,7841.7939453125
1543674081.6220357,49,6038.21826171875
1543674082.134779,50,8026.81005859375
1543674082.6365817,51,9696.6953125
1543674083.1578534,52,14999.5693359375
1543674083.6627858,53,19857.552734375
1543674084.1549945,54,14861.9609375
1543674084.7048743,55,13350.8193359375
1543674085.214799,56,22596.236328125
1543674085.7646623,57,5135.65966796875
1543674086.2321858,58,4004.0576171875
1543674086.7715838,59,3693.33837890625
1543674087.31739,60,3552.264892578125
1543674087.8328228,61,3446.060791015625
1543674088.3131635,62,3369.18505859375
1543674088.78167,63,3296.892578125
1543674089.263054,64,3234.905517578125
1543674089.706296,65,3173.708740234375
1543674090.158518,66,3117.610595703125
1543674090.6061306,67,3065.536376953125
1543674091.0497015,68,3016.885498046875
1543674091.5133765,69,2973.03564453125
1543674091.968285,70,2933.947265625
1543674092.4138632,71,2905.45556640625
1543674092.8637273,72,2891.054443359375
1543674093.32632,73,2906.458251953125
1543674093.7820978,74,2996.333251953125
1543674094.2382126,75,3321.98046875
1543674094.695692,76,4229.8935546875
1543674095.155095,77,9587.634765625
1543674095.663988,78,12139.6435546875
1543674096.1373267,79,31962.8125
1543674096.6501164,80,13478.2431640625
1543674097.101044,81,17297.185546875
1543674097.5486097,82,29072.234375
1543674098.01165,83,9362.5107421875
1543674098.4588623,84,12833.259765625
1543674098.9135137,85,7153.142578125
1543674099.3619738,86,8687.060546875
1543674099.8076236,87,8816.6083984375
1543674100.248728,88,10803.755859375
1543674100.6920378,89,11740.8740234375
1543674101.164852,90,10830.6884765625
1543674101.660759,91,9912.5361328125
1543674102.1174433,92,10784.1943359375
1543674102.706116,93,10108.9892578125
1543674103.3093102,94,8553.185546875
1543674103.9162862,95,9355.05078125
1543674104.528381,96,7668.10986328125
1543674105.0645196,97,7299.36865234375
1543674105.5700247,98,5360.71142578125
1543674106.1526067,99,4356.90283203125
1543674106.7189093,100,3662.24462890625
1543674107.2938242,101,3455.30859375
1543674107.8690627,102,3334.781982421875
1543674108.5082939,103,3259.80517578125
1543674109.0523894,104,3196.708740234375
1543674109.5740976,105,3139.14501953125
1543674110.0660636,106,3084.167724609375
1543674110.6101677,107,3033.285888671875
1543674111.1545937,108,2983.416015625
1543674111.736305,109,2937.1669921875
1543674112.3473265,110,2891.99365234375
1543674112.965606,111,2850.656494140625
1543674113.4755876,112,2810.539306640625
1543674114.1101575,113,2772.953125
1543674114.7099264,114,2736.148193359375
1543674115.3301044,115,2704.317626953125
1543674115.8839078,116,2671.934814453125
1543674116.4818008,117,2645.989013671875
1543674116.942137,118,2619.431884765625
1543674117.4488044,119,2604.0810546875
1543674117.933116,120,2601.670166015625
1543674118.4692054,121,2611.376953125
1543674119.0696495,122,2678.48486328125
1543674119.6348221,123,2830.905029296875
1543674120.1504707,124,3436.45703125
1543674120.7430382,125,5439.69677734375
1543674121.2265575,126,15656.01953125
1543674121.8138475,127,6933.09033203125
1543674122.2968135,128,5601.53173828125
1543674122.7980688,129,8690.5087890625
1543674123.269691,130,19449.919921875
1543674123.7752426,131,7589.3154296875
