Wall time,Step,Value
1543674124.3518467,132,14676.3515625
1543674124.931391,133,23471.51171875
1543674125.4809763,134,9680.6826171875
1543674125.9946222,135,9392.4970703125
1543674126.5925603,136,13328.072265625
1543674127.090911,137,10125.029296875
1543674127.555503,138,4953.84814453125
1543674128.123257,139,5866.36328125
1543674128.68615,140,4995.708984375
1543674129.3428555,141,5873.501953125
1543674129.949651,142,5550.015625
1543674130.4618437,143,6568.01123046875
1543674130.9636316,144,5930.048828125
1543674131.5101635,145,6856.82080078125
1543674131.9965446,146,5638.34228515625
1543674132.5433683,147,6059.25
1543674133.131411,148,4952.42578125
1543674133.7068098,149,4998.19873046875
1543674134.423066,150,4782.55126953125
1543674135.054128,151,6313.6884765625
1543674135.6865296,152,11802.8564453125
1543674136.3971791,153,7006.37646484375
1543674137.120217,154,10026.7822265625
1543674137.650994,155,6794.775390625
1543674138.2401142,156,8491.0263671875
1543674138.8540292,157,6390.95458984375
1543674139.4263527,158,7537.35986328125
1543674139.935409,159,5909.47265625
1543674140.4374435,160,5860.66845703125
1543674140.9202898,161,4967.63818359375
1543674141.3795843,162,4343.1923828125
1543674141.8424165,163,4123.2490234375
1543674142.3059092,164,3953.218017578125
1543674142.768836,165,4636.40478515625
1543674143.2463543,166,5303.2548828125
1543674143.7061536,167,9014.6005859375
1543674144.1613011,168,9364.1943359375
1543674144.6263373,169,15292.087890625
1543674145.0790002,170,5085.8984375
1543674145.5273833,171,3633.47314453125
1543674145.9751241,172,3326.132080078125
1543674146.4361484,173,3056.58447265625
1543674146.919746,174,2934.532470703125
1543674147.3734622,175,2847.62353515625
1543674147.8343184,176,2786.31103515625
1543674148.28089,177,2736.961181640625
1543674148.7538445,178,2693.896240234375
1543674149.2228813,179,2652.957275390625
1543674149.6947305,180,2614.8486328125
1543674150.1694026,181,2578.256591796875
1543674150.6282418,182,2543.989501953125
1543674151.0887697,183,2511.005126953125
1543674151.5618076,184,2479.468017578125
1543674152.0210757,185,2448.64111328125
1543674152.4825346,186,2418.64404296875
1543674152.9344635,187,2389.779296875
1543674153.3829103,188,2361.897705078125
1543674153.8430202,189,2334.673095703125
1543674154.2952282,190,2308.19970703125
1543674154.753116,191,2282.696533203125
1543674155.2127333,192,2257.826416015625
1543674155.6645193,193,2235.056640625
1543674156.1168516,194,2213.980224609375
1543674156.5679946,195,2195.901123046875
1543674157.023032,196,2180.930419921875
1543674157.494366,197,2176.197021484375
1543674157.9565754,198,2179.50537109375
1543674158.4226956,199,2218.70068359375
1543674158.883101,200,2304.311279296875
1543674159.3425992,201,2660.24951171875
1543674159.803131,202,3920.551513671875
1543674160.2721043,203,11684.279296875
1543674160.7277138,204,10337.896484375
1543674161.2809513,205,20293.58984375
1543674161.841875,206,6681.123046875
1543674162.3996494,207,15043.4306640625
1543674162.953813,208,29502.203125
1543674163.5124223,209,15296.8681640625
1543674164.1357477,210,21431.72265625
1543674164.6958926,211,25868.109375
1543674165.2015789,212,10450.1416015625
1543674165.6971862,213,8004.61962890625
1543674166.1992784,214,13255.724609375
1543674166.717005,215,8818.2314453125
1543674167.2258606,216,4794.564453125
1543674167.732099,217,3391.088623046875
1543674168.2348192,218,3028.557861328125
1543674168.7360086,219,2919.367431640625
1543674169.2268302,220,2836.51416015625
1543674169.9942589,221,2781.82861328125
1543674170.5816717,222,2733.114990234375
1543674171.196748,223,2690.789306640625
1543674171.7967627,224,2649.5380859375
1543674172.4294436,225,2612.7802734375
1543674172.94458,226,2578.725341796875
1543674173.4688804,227,2547.456787109375
1543674174.0927522,228,2517.23193359375
1543674174.736184,229,2492.57568359375
1543674175.3173435,230,2465.47705078125
1543674175.94027,231,2444.11083984375
1543674176.6174457,232,2432.326416015625
1543674177.2200997,233,2427.744873046875
1543674177.7552652,234,2457.3779296875
1543674178.279024,235,2557.233154296875
1543674178.8295572,236,2833.435302734375
1543674179.4695952,237,3957.027099609375
1543674180.1294012,238,9366.93359375
1543674180.7369678,239,16333.373046875
1543674181.2632544,240,28331.66015625
1543674181.8374703,241,11919.66796875
1543674182.349071,242,17471.904296875
1543674182.9075649,243,27864.24609375
1543674183.4000955,244,8757.291015625
1543674184.020334,245,15209.08203125
1543674184.5858138,246,6980.70166015625
1543674185.1994822,247,6496.50927734375
1543674185.7489705,248,7025.59716796875
1543674186.2349815,249,7042.13232421875
1543674186.7172244,250,7856.52783203125
1543674187.226172,251,6437.36767578125
1543674187.6898541,252,6236.43212890625
1543674188.2692702,253,4899.09130859375
1543674188.8658965,254,3993.95263671875
1543674189.4751408,255,3201.068359375
1543674190.0778387,256,2970.512451171875
1543674190.7225387,257,2862.535400390625
1543674191.4490807,258,2794.938232421875
1543674192.141037,259,2731.390380859375
1543674192.8377554,260,2675.934326171875
1543674193.3670151,261,2635.956298828125
1543674193.973423,262,2593.785888671875
1543674194.570728,263,2560.02978515625
1543674195.2664318,264,2524.7109375
1543674195.804515,265,2492.509765625
1543674196.3008494,266,2463.5771484375
1543674196.800329,267,2433.98388671875
1543674197.2655766,268,2408.586181640625
1543674197.789733,269,2384.56689453125
1543674198.3030283,270,2367.630859375
1543674198.8729203,271,2351.266845703125
1543674199.4526753,272,2344.47412109375
1543674199.9556742,273,2359.05322265625
1543674200.475348,274,2379.523193359375
1543674201.059066,275,2479.59033203125
1543674201.581437,276,2734.30615234375
1543674202.098341,277,3817.1396484375
1543674202.7350097,278,9367.517578125
1543674203.2778215,279,27014.044921875
1543674203.8655994,280,11016.7763671875
1543674204.392464,281,9822.9287109375
1543674204.9576705,282,20624.6484375
1543674205.5306857,283,15520.4189453125
1543674206.00395,284,4553.5185546875
1543674206.4774756,285,3278.08544921875
1543674206.95481,286,3099.95849609375
1543674207.4189656,287,2961.94775390625
1543674207.8771465,288,2850.733642578125
1543674208.333344,289,2794.17236328125
1543674208.795901,290,2706.892333984375
1543674209.2979987,291,2664.58544921875
1543674209.8081393,292,2593.625
1543674210.3072803,293,2568.423583984375
1543674210.804681,294,2516.841064453125
1543674211.305749,295,2523.13671875
1543674211.8105993,296,2493.6845703125
1543674212.3322215,297,2549.117431640625
1543674212.830643,298,2565.7734375
1543674213.2916095,299,2746.877685546875
1543674213.7558303,300,2955.988037109375
1543674214.214974,301,3997.22705078125
1543674214.6728745,302,7331.064453125
1543674215.135725,303,21413.62890625
1543674215.5940073,304,8860.349609375
1543674216.0537748,305,15639.76171875
1543674216.515354,306,27798.087890625
1543674217.0007,307,7736.24658203125
1543674217.5103102,308,6607.41650390625
1543674218.0172644,309,7056.67724609375
1543674218.5344193,310,8703.2109375
1543674219.037143,311,9356.25
1543674219.5386252,312,18974.875
1543674220.038296,313,8884.8466796875
1543674220.5439243,314,8108.60546875
1543674221.0222166,315,9329.29296875
1543674221.4821851,316,5581.07177734375
1543674221.9463084,317,4509.36865234375
1543674222.4287198,318,3332.430908203125
1543674222.8925843,319,2932.986083984375
1543674223.3546238,320,2806.30078125
1543674223.8165374,321,2741.7109375
1543674224.3779705,322,2693.130126953125
1543674224.84382,323,2648.923095703125
1543674225.3491886,324,2610.141357421875
1543674225.850784,325,2572.04833984375
1543674226.3514903,326,2537.091552734375
1543674226.8517992,327,2503.637939453125
1543674227.3619094,328,2472.298095703125
1543674227.8563402,329,2443.239501953125
1543674228.3613925,330,2415.208740234375
1543674228.8534212,331,2389.37060546875
1543674229.3188248,332,2364.181640625
1543674229.783771,333,2343.882568359375
1543674230.244475,334,2324.993408203125
1543674230.7077997,335,2311.4853515625
1543674231.1775265,336,2304.416748046875
1543674231.6380038,337,2306.198486328125
1543674232.10796,338,2326.57275390625
1543674232.575993,339,2389.719970703125
1543674233.0633156,340,2601.3779296875
1543674233.5615995,341,3233.7861328125
1543674234.0594666,342,6528.07373046875
1543674234.5582209,343,17011.41796875
1543674235.0845416,344,38711.75
1543674235.5836437,345,18692.34765625
1543674236.08332,346,5591.0263671875
1543674236.5803196,347,5897.0732421875
1543674237.0652676,348,7142.94873046875
1543674237.5350885,349,10970.3173828125
1543674237.9966302,350,8397.7001953125
1543674238.456354,351,12532.4580078125
1543674238.9145749,352,9013.4765625
1543674239.3726435,353,11619.4365234375
1543674239.8369248,354,16956.376953125
1543674240.299334,355,6180.2119140625
1543674240.7626178,356,4165.3115234375
1543674241.2129693,357,3367.2021484375
1543674241.6610498,358,2929.763671875
1543674242.1055484,359,2820.8017578125
1543674242.5659301,360,2747.9384765625
1543674243.0138834,361,2694.12109375
1543674243.4606836,362,2647.746826171875
1543674243.913252,363,2605.054443359375
1543674244.3704884,364,2565.326904296875
1543674244.8220198,365,2528.058837890625
1543674245.2824996,366,2492.783203125
1543674245.74654,367,2459.407470703125
1543674246.2120376,368,2427.859375
1543674246.6763213,369,2398.101318359375
1543674247.1436257,370,2369.32373046875
1543674247.6172838,371,2341.935546875
1543674248.0788558,372,2315.391357421875
1543674248.535807,373,2290.66162109375
1543674249.063956,374,2267.175048828125
1543674249.6164987,375,2244.88037109375
1543674250.1743977,376,2222.8369140625
1543674250.730423,377,2204.0615234375
1543674251.2852807,378,2184.032958984375
1543674251.8372862,379,2168.13525390625
1543674252.3922894,380,2150.477783203125
1543674252.935791,381,2140.97509765625
1543674253.4392393,382,2134.90087890625
1543674253.9403245,383,2134.439453125
1543674254.5415506,384,2145.376708984375
1543674255.0395098,385,2174.9560546875
1543674255.5461993,386,2269.8876953125
1543674256.0486562,387,2523.010498046875
1543674256.5489066,388,3587.460693359375
1543674257.025901,389,8923.134765625
1543674257.4946623,390,27070.55859375
1543674257.9584994,391,10537.005859375
1543674258.4213984,392,9233.3515625
1543674258.8845503,393,17122.931640625
1543674259.3491023,394,17241.740234375
1543674259.8925326,395,4174.4970703125
1543674260.353888,396,2943.51416015625
1543674260.8129454,397,2795.577880859375
1543674261.2627513,398,2689.573974609375
1543674261.7179081,399,2576.91259765625
1543674262.1708071,400,2519.476318359375
1543674262.630235,401,2446.445068359375
1543674263.0876606,402,2400.878662109375
1543674263.5345905,403,2348.682373046875
1543674263.9828174,404,2317.11572265625
1543674264.4321673,405,2271.906982421875
1543674264.8772511,406,2251.889892578125
1543674265.3270233,407,2217.6787109375
1543674265.7740371,408,2209.780029296875
1543674266.2278278,409,2186.104736328125
1543674266.6758988,410,2195.188720703125
1543674267.1279297,411,2192.845947265625
1543674267.5847018,412,2249.055419921875
1543674268.0327778,413,2338.051513671875
1543674268.4775717,414,2657.789794921875
1543674268.930763,415,3401.281005859375
1543674269.3814757,416,7439.2236328125
1543674269.8390977,417,16188.689453125
1543674270.2835474,418,42197.23046875
1543674270.7327592,419,39188.3828125
1543674271.181889,420,5759.99609375
1543674271.6324108,421,5627.44384765625
1543674272.0793521,422,5919.1142578125
1543674272.5443234,423,7689.71435546875
1543674272.9969597,424,6741.93603515625
1543674273.4396687,425,8340.0048828125
1543674273.8887966,426,7682.64794921875
1543674274.3354194,427,7504.29931640625
1543674274.7871625,428,7799.541015625
1543674275.2300868,429,5306.01708984375
1543674275.6813471,430,5123.234375
1543674276.1360812,431,3633.753662109375
1543674276.5914104,432,3251.396728515625
1543674277.0412467,433,2890.345947265625
1543674277.5095284,434,2759.492919921875
1543674277.9821293,435,2677.628173828125
1543674278.4457095,436,2596.041748046875
1543674278.9111974,437,2528.7666015625
1543674279.380546,438,2457.793701171875
1543674279.8505812,439,2410.5556640625
1543674280.3149433,440,2356.822021484375
1543674280.7791781,441,2317.982421875
1543674281.2309592,442,2280.798828125
1543674281.68438,443,2249.765380859375
1543674282.1368587,444,2220.8603515625
1543674282.6053143,445,2195.5615234375
1543674283.0527956,446,2170.09716796875
1543674283.4979148,447,2146.655517578125
1543674283.9503038,448,2124.186767578125
1543674284.472817,449,2103.462890625
1543674284.9183547,450,2082.306640625
1543674285.3723278,451,2063.4326171875
1543674285.8231304,452,2042.9495849609375
1543674286.2749357,453,2024.1109619140625
1543674286.7203853,454,2004.8306884765625
1543674287.1720953,455,1987.1153564453125
1543674287.6305773,456,1969.89013671875
1543674288.0751169,457,1954.228759765625
1543674288.523737,458,1939.3426513671875
1543674288.971263,459,1925.188720703125
1543674289.4209116,460,1913.987060546875
1543674289.8714375,461,1904.8709716796875
1543674290.3182292,462,1898.6983642578125
1543674290.76633,463,1894.6639404296875
1543674291.2161276,464,1897.5234375
1543674291.6699152,465,1915.7225341796875
1543674292.119366,466,1972.79833984375
1543674292.5675218,467,2121.96337890625
1543674293.0304677,468,2799.567626953125
1543674293.4899824,469,6872.974609375
1543674293.9520798,470,14503.8251953125
1543674294.4131846,471,30315.26953125
1543674294.873433,472,12239.0439453125
1543674295.3378043,473,5156.91162109375
1543674295.7999477,474,6293.75341796875
1543674296.2645264,475,15965.4697265625
1543674296.7305305,476,41929.34375
1543674297.1907527,477,21176.349609375
1543674297.6402178,478,6748.35595703125
1543674298.0975296,479,8593.9716796875
1543674298.5428193,480,8499.931640625
1543674298.9880779,481,11628.0048828125
1543674299.4344604,482,6423.57958984375
1543674299.8807676,483,3388.5908203125
1543674300.3273187,484,2916.46923828125
1543674300.773766,485,2636.84521484375
1543674301.224515,486,2538.141357421875
1543674301.6772223,487,2457.0888671875
1543674302.1202612,488,2395.29248046875
1543674302.6116374,489,2344.02392578125
1543674303.1492002,490,2299.442626953125
1543674303.709809,491,2260.586669921875
1543674304.1854446,492,2226.055419921875
1543674304.647783,493,2193.980712890625
1543674305.139559,494,2164.181884765625
1543674305.6215324,495,2135.53466796875
1543674306.1078906,496,2109.891845703125
1543674306.6138356,497,2084.287353515625
1543674307.0800622,498,2061.8544921875
